X,Y,Z
5.178386399522423744e+00,6.648654740310007583e+00,-4.570392915979027748e+00
5.180317447520792484e+00,6.648654740310007583e+00,-4.570358406752347946e+00
5.181133039295673370e+00,6.648654740310007583e+00,-4.570820266380906105e+00
5.178827380761504173e+00,6.648654740310007583e+00,-4.571642125025391579e+00
5.178110468201339245e+00,6.648654740310007583e+00,-4.570317331701517105e+00
5.175079646520316601e+00,6.648654740310007583e+00,-4.569520477205514908e+00
5.171462259255349636e+00,6.648654740310007583e+00,-4.568710288032889366e+00
5.164069999009370804e+00,6.648654740310007583e+00,-4.569396900013089180e+00
5.159512051381170750e+00,6.648654740310007583e+00,-4.569694139063358307e+00
5.156423816457390785e+00,6.648654740310007583e+00,-4.569135256111621857e+00
5.154077123850584030e+00,6.648654740310007583e+00,-4.567597402259707451e+00
5.151752053759992123e+00,6.648654740310007583e+00,-4.567016722634434700e+00
5.148934447206556797e+00,6.648654740310007583e+00,-4.567958032712340355e+00
5.134807531721889973e+00,6.648654740310007583e+00,-4.576790152117609978e+00
5.133426074869930744e+00,6.648654740310007583e+00,-4.577950617298483849e+00
5.132839103229343891e+00,6.648654740310007583e+00,-4.578908128663897514e+00
5.133398504927754402e+00,6.648654740310007583e+00,-4.579030077904462814e+00
5.135177881456911564e+00,6.648654740310007583e+00,-4.578735666349530220e+00
5.137633927166461945e+00,6.648654740310007583e+00,-4.577388923615217209e+00
5.140881371684372425e+00,6.648654740310007583e+00,-4.576271930709481239e+00
5.143499590456485748e+00,6.648654740310007583e+00,-4.575610771775245667e+00
5.139950397424399853e+00,6.648654740310007583e+00,-4.577752044424414635e+00
5.142093221656978130e+00,6.648654740310007583e+00,-4.578428601846098900e+00
5.143831804394721985e+00,6.648654740310007583e+00,-4.579628074541687965e+00
5.145735958591103554e+00,6.648654740310007583e+00,-4.581708654761314392e+00
5.146984732709825039e+00,6.648654740310007583e+00,-4.585258839651942253e+00
5.148270879872143269e+00,6.648654740310007583e+00,-4.588716015219688416e+00
5.148611005395650864e+00,6.648654740310007583e+00,-4.591562064364552498e+00
5.149593448266386986e+00,6.648654740310007583e+00,-4.596269315108656883e+00
5.152441319078207016e+00,6.648654740310007583e+00,-4.605310039594769478e+00
5.154436470940709114e+00,6.648654740310007583e+00,-4.611104540526866913e+00
5.155370689928531647e+00,6.648654740310007583e+00,-4.616475885733962059e+00
