block,time_s,raw_az_N,raw_el_N,smooth_az_N,smooth_el_N,raw_az_S,raw_el_S,smooth_az_S,smooth_el_S,raw_az_E,raw_el_E,smooth_az_E,smooth_el_E,raw_az_W,raw_el_W,smooth_az_W,smooth_el_W,x_est_m,y_est_m,z_est_m,rms_err_m,dist_N_m,dist_S_m,dist_E_m,dist_W_m
690,69,-126,18,-125.7,19,-153,19,-153,19,-159,19,-159,19,-137,15,-137,15,322997.615,6256679.37,-25.322,9.667,nan,nan,nan,nan
691,69.1,-126,18,-125.3,18.3,-153,19,-153,19,-159,19,-159,19,-137,15,-137,15,322997.139,6256678.565,-24.837,9.816,nan,nan,nan,nan
692,69.2,-126,18,-126,18,-154,19,-153.3,19,-160,18,-159.3,18.7,-137,15,-137,15,322996.867,6256678.843,-24.69,9.811,nan,nan,nan,nan
693,69.3,-126,18,-126,18,-155,19,-154,19,-160,19,-159.7,18.7,-140,14,-138,14.7,322995.715,6256678.723,-24.279,10.018,nan,nan,nan,nan
694,69.4,-126,18,-126,18,-155,19,-154.7,19,-160,18,-160,18.3,-140,14,-139,14.3,322994.336,6256678.262,-23.671,10.339,nan,nan,nan,nan
695,69.5,-127,18,-126.3,18,-158,19,-156,19,-160,19,-160,18.7,-140,14,-140,14,322992.904,6256678.243,-23.329,10.478,nan,nan,nan,nan
696,69.6,-127,19,-126.7,18.3,-156,19,-156.3,19,-161,19,-160.3,18.7,-140,14,-140,14,322992.711,6256678.495,-23.453,10.342,nan,nan,nan,nan
697,69.7,-130,19,-128,18.7,-158,19,-157.3,19,-163,19,-161.3,19,-140,14,-140,14,322992.278,6256679.593,-23.845,9.95,nan,nan,nan,nan
698,69.8,-130,19,-129,19,-158,19,-157.3,19,-163,19,-162.3,19,-140,14,-140,14,322992.534,6256680.796,-24.303,9.721,nan,nan,nan,nan
699,69.9,-130,19,-130,19,-158,18,-158,18.7,-161,20,-162.3,19.3,-141,13,-140.3,13.7,322992.714,6256682.409,-24.51,9.391,nan,nan,nan,nan
700,70,-130,19,-130,19,-158,19,-158,18.7,-161,20,-161.7,19.7,-141,14,-140.7,13.7,322993.167,6256683.153,-24.858,9.502,nan,nan,nan,nan
701,70.1,-130,19,-130,19,-158,19,-158,18.7,-163,19,-161.7,19.7,-141,14,-141,13.7,322993.084,6256683.328,-24.887,9.65,nan,nan,nan,nan
702,70.2,-130,19,-130,19,-159,19,-158.3,19,-163,19,-162.3,19.3,-143,14,-141.7,14,322991.82,6256682.493,-24.708,10.198,nan,nan,nan,nan
703,70.3,-130,19,-130,19,-159,19,-158.7,19,-163,19,-163,19,-143,14,-142.3,14,322990.691,6256681.853,-24.269,10.517,nan,nan,nan,nan
704,70.4,-130,20,-130,19.3,-159,19,-159,19,-163,19,-163,19,-143,14,-143,14,322990.083,6256681.784,-24.234,10.782,nan,nan,nan,nan
705,70.5,-130,19,-130,19.3,-159,19,-159,19,-166,20,-164,19.3,-145,15,-143.7,14.3,322989.408,6256681.691,-24.343,11.014,nan,nan,nan,nan
706,70.6,-131,18,-130.3,19,-160,18,-159.3,18.7,-165,18,-164.7,19,-146,14,-144.7,14.3,322988.466,6256681.771,-23.881,11.336,nan,nan,nan,nan
707,70.7,-133,20,-131.3,19,-160,18,-159.7,18.3,-165,18,-165.3,18.7,-146,14,-145.7,14.3,322988.093,6256683.146,-23.952,11.526,nan,nan,nan,nan
708,70.8,-133,20,-132.3,19.3,-160,19,-160,18.3,-166,19,-165.3,18.3,-147,15,-146.3,14.3,322988.125,6256684.66,-24.374,11.72,nan,nan,nan,nan
709,70.9,-133,20,-133,20,-160,19,-160,18.7,-166,19,-165.7,18.7,-147,15,-146.7,14.7,322988.393,6256685.962,-25.376,11.824,nan,nan,nan,nan
710,71,-133,20,-133,20,-161,20,-160.3,19.3,-166,19,-166,19,-147,15,-147,15,322987.401,6256684.917,-25.517,12.271,nan,nan,nan,nan
711,71.1,-133,20,-133,20,-161,20,-160.7,19.7,-167,20,-166.3,19.3,-147,15,-147,15,322986.797,6256684.255,-25.488,12.34,nan,nan,nan,nan
712,71.2,-131,19,-132.3,19.7,-161,20,-161,20,-168,20,-167,19.7,-148,14,-147.3,14.7,322985.175,6256681.825,-24.526,12.684,nan,nan,nan,nan
713,71.3,-135,20,-133,19.7,-163,19,-161.7,19.7,-168,20,-167.7,20,-149,14,-148,14.3,322984.525,6256682.528,-24.394,12.618,nan,nan,nan,nan
714,71.4,-137,19,-134.3,19.3,-163,20,-162.3,19.7,-168,20,-168,20,-149,14,-148.7,14,322984.12,6256683.856,-24.479,12.753,nan,nan,nan,nan
715,71.5,-137,19,-136.3,19.3,-163,19,-163,19.3,-168,20,-168,20,-149,14,-149,14,322984.967,6256687.67,-25.552,12.43,nan,nan,nan,nan
716,71.6,-137,19,-137,19,-163,19,-163,19.3,-170,19,-168.7,19.7,-152,15,-150,14.3,322984.418,6256688.355,-25.661,12.903,nan,nan,nan,nan
717,71.7,-137,19,-137,19,-164,19,-163.3,19,-171,20,-169.7,19.7,-152,14,-151,14.3,322983.047,6256687.504,-25.058,13.195,nan,nan,nan,nan
718,71.8,-137,19,-137,19,-164,19,-163.7,19,-172,19,-171,19.3,-152,14,-152,14.3,322981.265,6256685.838,-24.258,13.659,nan,nan,nan,nan
719,71.9,-137,19,-137,19,-164,19,-164,19,-172,19,-171.7,19.3,-152,15,-152,14.3,322980.691,6256685.301,-24.039,13.573,nan,nan,nan,nan
720,72,-139,20,-137.7,19.3,-166,20,-164.7,19.3,-171,20,-171.7,19.3,-152,14,-152,14.3,322980.437,6256685.846,-24.423,13.566,nan,nan,nan,nan
721,72.1,-140,19,-138.7,19.3,-166,20,-165.3,19.7,-172,20,-171.7,19.7,-152,14,-152,14.3,322980.375,6256687.003,-25.018,13.528,nan,nan,nan,nan
722,72.2,-140,19,-139.7,19.3,-166,19,-166,19.7,-173,19,-172,19.7,-152,15,-152,14.3,322980.246,6256688.278,-25.399,13.343,nan,nan,nan,nan
723,72.3,-140,20,-140,19.3,-166,19,-166,19.3,-173,19,-172.7,19.3,-154,15,-152.7,14.7,322979.909,6256688.942,-25.465,13.452,nan,nan,nan,nan
724,72.4,-142,19,-140.7,19.3,-167,20,-166.3,19.3,-177,19,-174.3,19,-154,15,-153.3,15,322978.788,6256688.9,-25.411,13.571,nan,nan,nan,nan
725,72.5,-142,19,-141.3,19.3,-168,19,-167,19.3,-177,19,-175.7,19,-154,15,-154,15,322977.539,6256688.696,-25.22,13.675,nan,nan,nan,nan
726,72.6,-142,19,-142,19,-168,19,-167.7,19.3,-176,19,-176.7,19,-156,14,-154.7,14.7,322976.357,6256688.371,-24.755,13.845,nan,nan,nan,nan
727,72.7,-142,19,-142,19,-168,20,-168,19.3,-177,19,-176.7,19,-156,14,-155.3,14.3,322975.583,6256687.573,-24.265,14.207,nan,nan,nan,nan
728,72.8,-142,19,-142,19,-170,19,-168.7,19.3,-177,19,-176.7,19,-158,15,-156.7,14.3,322974.047,6256685.944,-23.594,14.96,nan,nan,nan,nan
729,72.9,-142,19,-142,19,-170,19,-169.3,19.3,-177,19,-177,19,-158,15,-157.3,14.7,322972.907,6256684.7,-23.249,15.314,nan,nan,nan,nan
730,73,-144,19,-142.7,19,-170,19,-170,19,-177,19,-177,19,-158,15,-158,15,322972.326,6256685.287,-23.354,15.488,nan,nan,nan,nan
731,73.1,-144,19,-143.3,19,-170,19,-170,19,-177,19,-177,19,-158,15,-158,15,322972.683,6256686.799,-23.855,15.382,nan,nan,nan,nan
732,73.2,-144,19,-144,19,-171,20,-170.3,19.3,-179,20,-177.7,19.3,-160,14,-158.7,14.7,322971.918,6256686.751,-23.867,15.649,nan,nan,nan,nan
733,73.3,-144,19,-144,19,-171,20,-170.7,19.7,-179,20,-178.3,19.7,-160,14,-159.3,14.3,322970.798,6256685.078,-23.338,16.029,nan,nan,nan,nan
734,73.4,-146,19,-144.7,19,-171,20,-171,20,-179,20,-179,20,-160,15,-160,14.3,322970.043,6256684.981,-23.486,16.316,nan,nan,nan,nan
735,73.5,-146,20,-145.3,19.3,-171,20,-171,20,179,19,-59.7,19.7,-160,15,-160,14.7,322954.026,6256647.781,-7.389,16.438,nan,nan,nan,nan
736,73.6,-145,20,-145.7,19.7,-172,20,-171.3,20,179,19,59.7,19.3,-160,15,-160,15,322946.565,6256627.795,-7.79,14.594,nan,nan,nan,nan
737,73.7,-147,20,-146,20,-172,20,-171.7,20,179,21,179,19.7,-161,15,-160.3,15,322969.469,6256687.32,-24.675,15.956,nan,nan,nan,nan
738,73.8,-147,20,-146.3,20,-173,20,-172.3,20,178,19,178.7,19.7,-164,15,-161.7,15,322968.009,6256685.81,-24.049,16.609,nan,nan,nan,nan
739,73.9,-147,20,-147,20,-173,19,-172.7,19.7,178,19,178.3,19.7,-164,15,-163,15,322967.019,6256685.651,-23.743,17.064,nan,nan,nan,nan
740,74,-148,20,-147.3,20,-175,20,-173.7,19.7,177,20,177.7,19.3,-164,15,-164,15,322965.441,6256683.706,-22.912,17.526,nan,nan,nan,nan
741,74.1,-148,21,-147.7,20.3,-175,20,-174.3,19.7,177,20,177.3,19.7,-165,15,-164.3,15,322964.835,6256683.595,-22.988,17.587,nan,nan,nan,nan
742,74.2,-148,20,-148,20.3,-175,20,-175,20,176,20,176.7,20,-167,15,-165.3,15,322963.535,6256681.777,-22.533,18.088,nan,nan,nan,nan
743,74.3,-150,20,-148.7,20.3,-176,20,-175.3,20,175,19,176,19.7,-167,15,-166.3,15,322962.605,6256681.172,-22.194,18.448,nan,nan,nan,nan
744,74.4,-150,20,-149.3,20,-176,20,-175.7,20,174,20,175,19.7,-167,15,-167,15,322961.862,6256681.117,-22.077,18.585,nan,nan,nan,nan
745,74.5,-150,20,-150,20,-176,20,-176,20,174,20,174.3,19.7,-167,15,-167,15,322961.686,6256682.355,-22.495,18.411,nan,nan,nan,nan
746,74.6,-152,21,-150.7,20.3,-177,21,-176.3,20.3,174,20,174,20,-168,15,-167.3,15,322961.313,6256682.821,-22.938,18.524,nan,nan,nan,nan
747,74.7,-152,21,-151.3,20.7,-178,20,-177,20.3,174,20,174,20,-168,15,-167.7,15,322960.84,6256683.237,-23.121,18.628,nan,nan,nan,nan
748,74.8,-153,21,-152.3,21,-178,20,-177.7,20.3,174,20,174,20,-168,15,-168,15,322960.426,6256684.399,-23.564,18.695,nan,nan,nan,nan
749,74.9,-153,21,-152.7,21,-179,20,-178.3,20,174,20,174,20,-171,15,-169,15,322959.445,6256682.929,-22.844,19.108,nan,nan,nan,nan
750,75,-154,21,-153.3,21,-179,20,-178.7,20,174,20,174,20,-170,16,-169.7,15.3,322958.928,6256682.903,-22.939,19.387,nan,nan,nan,nan
751,75.1,-156,21,-154.3,21,-179,20,-179,20,173,20,173.7,20,-170,16,-170.3,15.7,322958.411,6256683.857,-23.379,19.562,nan,nan,nan,nan
752,75.2,-156,21,-155.3,21,-179,20,-179,20,171,21,172.7,20.3,-171,15,-170.3,15.7,322958.421,6256687.19,-24.642,19.204,nan,nan,nan,nan
753,75.3,-157,20,-156.3,20.7,179,19,-59.7,19.7,170,20,171.3,20.3,-172,15,-171,15.3,322944.665,6256603.262,7.868,26.626,42.022,25.517,51.013,27.883
754,75.4,-158,20,-157,20.3,178,20,59.3,19.7,170,20,170.3,20.3,-172,15,-171.7,15,322952.002,6256603.724,6.965,27.403,40.205,24.729,45.61,34.749
755,75.5,-157,21,-157.3,20.3,177,20,178,19.7,170,20,170,20,-172,15,-172,15,322955.153,6256684.752,-23.081,19.603,nan,nan,nan,nan
756,75.6,-157,21,-157.3,20.7,177,20,177.3,20,170,20,170,20,-174,15,-172.7,15,322954.394,6256681.924,-22.318,20.102,nan,nan,nan,nan
757,75.7,-159,21,-157.7,21,176,20,176.7,20,169,20,169.7,20,-174,15,-173.3,15,322953.641,6256680.6,-21.913,20.381,nan,nan,nan,nan
758,75.8,-160,21,-158.7,21,176,20,176.3,20,169,20,169.3,20,-174,15,-174,15,322953.077,6256681.308,-22.148,20.546,nan,nan,nan,nan
759,75.9,-159,22,-159.3,21.3,174,20,175.3,20,167,21,168.3,20.3,-176,15,-174.7,15,322952.052,6256680.708,-22.09,20.69,nan,nan,nan,nan
760,76,-158,20,-159,21,174,20,174.7,20,167,21,167.7,20.7,-176,15,-175.3,15,322951.322,6256677.533,-21.006,21.01,nan,nan,nan,nan
761,76.1,-161,21,-159.3,21,174,20,174,20,165,20,166.3,20.7,-176,15,-176,15,322950.46,6256676.673,-20.729,21.108,nan,nan,nan,nan
762,76.2,-162,21,-160.3,20.7,174,20,174,20,165,20,165.7,20.3,-178,15,-176.7,15,322949.971,6256677.707,-20.962,21.181,nan,nan,nan,nan
763,76.3,-162,21,-161.7,21,173,20,173.7,20,165,20,165,20,-179,16,-177.7,15.3,322949.157,6256678.913,-21.488,21.361,nan,nan,nan,nan
764,76.4,-163,21,-162.3,21,170,20,172.3,20,163,20,164.3,20,-179,16,-178.7,15.7,322948.06,6256676.488,-20.779,21.79,nan,nan,nan,nan
765,76.5,-163,22,-162.7,21.3,172,20,171.7,20,163,20,163.7,20,-179,16,-179,16,322947.49,6256676.215,-20.875,21.85,nan,nan,nan,nan
766,76.6,-165,21,-163.7,21.3,170,20,170.7,20,163,20,163,20,179,15,-59.7,15.7,322956.557,6256605.05,1.083,22.744,38.194,25.558,41.245,38.574
767,76.7,-165,21,-164.3,21.3,170,20,170.7,20,160,20,162,20,179,15,59.7,15.3,322958.591,6256630.267,0.208,17.914,13.397,50.751,23.652,47.603
768,76.8,-166,21,-165.3,21,169,20,169.7,20,160,20,161,20,179,15,179,15,322945.126,6256675.673,-20.387,22.215,nan,nan,nan,nan
769,76.9,-166,20,-165.7,20.7,169,20,169.3,20,160,20,160,20,177,15,178.3,15,322944.572,6256674.814,-20.073,22.317,nan,nan,nan,nan
770,77,-167,20,-166.3,20.3,167,19,168.3,19.7,160,20,160,20,177,15,177.7,15,322944.022,6256673.204,-19.343,22.628,nan,nan,nan,nan
771,77.1,-167,20,-166.7,20,167,19,167.7,19.3,159,20,159.7,20,177,14,177,14.7,322943.613,6256671.422,-18.465,22.849,nan,nan,nan,nan
772,77.2,-169,20,-167.7,20,166,20,166.7,19.3,159,20,159.3,20,175,14,176.3,14.3,322942.988,6256670.22,-17.993,23.132,nan,nan,nan,nan
773,77.3,-170,19,-168.7,19.7,165,20,166,19.7,161,19,159.7,19.7,175,14,175.7,14,322942.803,6256667.911,-17.149,23.576,nan,nan,nan,nan
774,77.4,-169,20,-169.3,19.7,165,20,165.3,20,159,20,159.7,19.7,173,13,174.3,13.7,322942.745,6256663.338,-15.679,24.158,nan,nan,nan,nan
775,77.5,-170,21,-169.7,20,165,20,165,20,159,20,159.7,19.7,173,13,173.7,13.3,322942.716,6256661.339,-14.97,24.394,nan,nan,nan,nan
776,77.6,-169,20,-169.3,20.3,164,21,164.7,20.3,156,20,158,20,173,13,173,13,322942.285,6256660.514,-14.883,24.428,nan,nan,nan,nan
777,77.7,-171,20,-170,20.3,163,21,164,20.7,156,20,157,20,173,13,173,13,322941.688,6256661.481,-15.383,24.397,nan,nan,nan,nan
778,77.8,-172,19,-170.7,19.7,163,21,163.3,21,156,20,156,20,173,14,173,13.3,322941.138,6256662.026,-15.764,24.38,nan,nan,nan,nan
779,77.9,-171,20,-171.3,19.7,163,20,163,20.7,155,20,155.7,20,171,14,172.3,13.7,322940.702,6256662.224,-15.828,24.454,nan,nan,nan,nan
780,78,-173,20,-172,19.7,163,20,163,20.3,155,19,155.3,19.7,170,15,171.3,14.3,322940.304,6256662.341,-15.88,24.562,nan,nan,nan,nan
781,78.1,-173,19,-172.3,19.7,162,21,162.7,20.3,155,19,155,19.3,168,14,169.7,14.3,322940.557,6256657.988,-14.368,25.011,nan,nan,nan,nan
782,78.2,-174,19,-173.3,19.3,161,21,162,20.7,153,20,154.3,19.3,168,14,168.7,14.3,322940.394,6256655.906,-13.8,25.288,nan,nan,nan,nan
783,78.3,-174,19,-173.7,19,161,21,161.3,21,153,20,153.7,19.7,168,14,168,14,322940.473,6256653.436,-13.071,25.5,nan,nan,nan,nan
784,78.4,-173,19,-173.7,19,160,20,160.7,20.7,151,19,152.3,19.7,168,14,168,14,322939.632,6256655.095,-13.598,25.325,nan,nan,nan,nan
785,78.5,-176,19,-174.3,19,159,21,160,20.7,153,20,152.3,19.7,166,13,167.3,13.7,322939.788,6256652.93,-12.816,25.574,nan,nan,nan,nan
786,78.6,-176,19,-175,19,158,21,159,20.7,151,20,151.7,19.7,166,13,166.7,13.3,322939.647,6256651.243,-12.238,25.762,nan,nan,nan,nan
787,78.7,-177,19,-176.3,19,158,21,158.3,21,151,20,151.7,20,166,13,166,13,322939.801,6256649.403,-11.732,26.033,nan,nan,nan,nan
788,78.8,-178,19,-177,19,157,21,157.7,21,151,20,151,20,165,14,165.7,13.3,322939.339,6256649.703,-11.948,26.083,nan,nan,nan,nan
789,78.9,-178,18,-177.7,18.7,157,21,157.3,21,151,18,151,19.3,164,12,165,13,322939.722,6256647.558,-11.066,26.267,nan,nan,nan,nan
790,79,-178,18,-178,18.3,157,21,157,21,151,18,151,18.7,163,13,164,13,322940.554,6256643.852,-9.739,26.497,nan,nan,nan,nan
791,79.1,-179,19,-178.3,18.3,157,21,157,21,148,20,150,18.7,162,12,163,12.3,322940.446,6256643.259,-9.493,26.536,nan,nan,nan,nan
792,79.2,-179,18,-178.7,18.3,155,20,156.3,20.7,149,20,149.3,19.3,160,13,161.7,12.7,322940.847,6256640.6,-8.69,26.692,nan,nan,nan,nan
793,79.3,-179,18,-179,18.3,154,20,155.3,20.3,146,20,147.7,20,160,13,160.7,12.7,322940.262,6256640.53,-8.755,26.717,nan,nan,nan,nan
794,79.4,-180,18,-179.3,18,154,18,154.3,19.3,145,20,146.7,20,160,13,160,13,322939.751,6256640.557,-8.619,26.699,nan,nan,nan,nan
795,79.5,179,19,-60,18.3,154,19,154,19,145,20,145.3,20,160,13,160,13,322930.578,6256652.048,-10.079,25.591,nan,nan,nan,nan
796,79.6,179,19,59.3,18.7,153,20,153.7,19,144,21,144.7,20.3,160,13,160,13,322934.062,6256638.877,-10.889,24.603,nan,nan,nan,nan
797,79.7,179,19,179,19,154,19,153.7,19.3,143,21,144,20.7,159,15,159.7,13.7,322936.822,6256646.696,-11.109,26.43,nan,nan,nan,nan
798,79.8,178,18,178.7,18.7,151,19,152.7,19.3,145,19,144,20.3,159,12,159.3,13.3,322937.492,6256644.078,-10.117,26.654,nan,nan,nan,nan
799,79.9,178,19,178.3,18.7,151,19,152,19,145,20,144.3,20,157,14,158.3,13.7,322938.665,6256640.46,-8.782,26.909,nan,nan,nan,nan
800,80,176,18,177.3,18.3,151,19,151,19,143,20,144.3,19.7,156,13,157.3,13,322939.967,6256636.449,-7.325,27.185,nan,nan,nan,nan
801,80.1,176,18,176.7,18.3,151,18,151,18.7,142,19,143.3,19.7,156,13,156.3,13.3,322939.422,6256637.197,-7.591,27.139,nan,nan,nan,nan
802,80.2,176,18,176,18,151,19,151,18.7,140,19,141.7,19.3,156,13,156,13,322937.751,6256640.335,-8.678,26.953,nan,nan,nan,nan
803,80.3,176,18,176,18,151,18,151,18.3,140,19,140.7,19,154,14,155.3,13.3,322937.218,6256640.931,-8.843,26.849,nan,nan,nan,nan
804,80.4,175,18,175.7,18,147,18,149.7,18.3,139,20,139.7,19.3,155,14,155,13.7,322937.113,6256639.915,-8.676,26.948,nan,nan,nan,nan
805,80.5,174,17,175,17.7,148,19,148.7,18.3,136,20,138.3,19.7,153,13,154,13.7,322937.198,6256638.477,-8.335,27.028,nan,nan,nan,nan
806,80.6,174,17,174.3,17.3,147,18,147.3,18.3,135,19,136.7,19.7,155,12,154.3,13,322935.928,6256639.778,-8.85,26.96,nan,nan,nan,nan
807,80.7,174,17,174,17,149,17,148,18,135,19,135.3,19.3,153,13,153.7,12.7,322934.798,6256641.638,-9.372,26.676,nan,nan,nan,nan
808,80.8,173,17,173.7,17,147,17,147.7,17.3,138,19,136,19,153,13,153.7,12.7,322934.987,6256641.336,-9.013,26.774,nan,nan,nan,nan
809,80.9,171,18,172.7,17.3,147,17,147.7,17,137,19,136.7,19,153,13,153,13,322935.296,6256640.874,-8.791,26.924,nan,nan,nan,nan
810,81,172,18,172,17.7,147,17,147,17,130,21,135,19.7,152,12,152.7,12.7,322934.129,6256642.024,-9.385,26.812,nan,nan,nan,nan
811,81.1,171,18,171.3,18,145,18,146.3,17.3,141,18,136,19.3,152,12,152.3,12.3,322935.486,6256639.496,-8.497,27.16,nan,nan,nan,nan
812,81.2,171,17,171.3,17.7,145,17,145.7,17.3,136,17,135.7,18.7,151,22,151.7,15.3,322935.94,6256638.051,-8.253,27.254,nan,nan,nan,nan
813,81.3,170,18,170.7,17.7,146,17,145.3,17.3,127,18,134.7,17.7,150,13,151,15.7,322935.243,6256638.641,-8.428,27.207,nan,nan,nan,nan
814,81.4,171,17,170.7,17.3,145,17,145.3,17,132,18,131.7,17.7,147,14,149.3,16.3,322934.129,6256639.111,-8.76,26.85,nan,nan,nan,nan
815,81.5,171,17,170.7,17.3,145,16,145.3,16.7,130,18,129.7,18,147,14,148,13.7,322934.197,6256638.029,-8.212,26.654,nan,nan,nan,nan
816,81.6,167,19,169.7,17.7,141,17,143.7,16.7,132,18,131.3,18,147,12,147,13.3,322937.315,6256632.823,-6.337,27.285,nan,nan,nan,nan
817,81.7,169,18,169,18,144,18,143.3,17,129,17,130.3,17.7,147,13,147,13,322936.097,6256634.339,-6.946,27.216,nan,nan,nan,nan
818,81.8,168,17,168,18,142,17,142.3,17.3,133,16,131.3,17,144,13,146,12.7,322938.858,6256629.993,-5.373,27.61,nan,nan,nan,nan
819,81.9,167,17,168,17.3,142,17,142.7,17.3,131,17,131,16.7,146,13,145.7,13,322938.721,6256630.178,-5.442,27.52,nan,nan,nan,nan
820,82,167,17,167.3,17,142,16,142,16.7,129,17,131,16.7,146,13,145.3,13,322939.175,6256629.288,-5.03,27.599,nan,nan,nan,nan
821,82.1,168,16,167.3,16.7,142,16,142,16.3,133,17,131,17,146,12,146,12.7,322938.289,6256630.657,-5.462,27.55,nan,nan,nan,nan
822,82.2,165,17,166.7,16.7,142,16,142,16,126,17,129.3,17,146,12,146,12.3,322935.668,6256634.114,-6.631,27.289,nan,nan,nan,nan
823,82.3,166,17,166.3,16.7,142,16,142,16,129,16,129.3,16.7,146,12,146,12,322935.394,6256634.531,-6.701,27.289,nan,nan,nan,nan
824,82.4,167,16,166,16.7,144,15,142.7,15.7,121,17,125.3,16.7,146,12,146,12,322930.831,6256640.036,-8.684,26.438,nan,nan,nan,nan
825,82.5,-57,11,92,14.7,142,16,142.7,15.7,130,16,126.7,16.3,142,12,144.7,12,322902.377,6256656.244,-17.822,20.241,nan,nan,nan,nan
826,82.6,-55,12,18.3,13,139,16,141.7,15.7,120,18,123.7,17,146,12,144.7,12,322935.162,6256625.828,-7.212,24.691,nan,nan,nan,nan
827,82.7,-55,11,-55.7,11.3,141,16,140.7,16,126,17,125.3,17,144,11,144,11.7,322902.511,6256664.177,-12.794,24.132,nan,nan,nan,nan
828,82.8,165,17,18.3,13.3,140,17,140,16.3,130,15,125.3,16.7,-40,15,83.3,12.7,322949.201,6256620.12,-3.004,22.068,nan,nan,nan,nan
829,82.9,164,16,91.3,14.7,140,16,140.3,16.3,128,15,128,15.7,-40,15,21.3,13.7,322931.741,6256642.461,-6.368,20.749,nan,nan,nan,nan
830,83,165,17,164.7,16.7,139,16,139.7,16.3,125,16,127.7,15.3,145,13,21.7,14.3,322940.282,6256640.317,-3.62,22.955,nan,nan,nan,nan
831,83.1,163,17,164,16.7,139,16,139.3,16,125,16,126,15.7,143,12,82.7,13.3,322959.296,6256616.17,2.662,22.432,27.483,37.075,31.043,42.76
832,83.2,160,18,162.7,17.3,139,15,139,15.7,125,16,125,16,141,11,143,12,322933.811,6256634.062,-6.783,27.279,nan,nan,nan,nan
833,83.3,163,18,162,17.7,139,15,139,15.3,125,16,125,16,144,11,142.7,11.3,322933.499,6256634.465,-6.808,27.286,nan,nan,nan,nan
834,83.4,160,18,161,18,138,16,138.7,15.3,121,16,123.7,16,141,10,142,10.7,322932.383,6256635.299,-7.169,27.163,nan,nan,nan,nan
835,83.5,161,16,161.3,17.3,137,17,138,16,123,14,123,15.3,140,10,141.7,10.3,322933.714,6256633.126,-6.515,27.223,nan,nan,nan,nan
836,83.6,159,16,160,16.7,136,16,137,16.3,123,14,122.3,14.7,141,11,140.7,10.3,322934.401,6256631.723,-6.104,27.351,nan,nan,nan,nan
837,83.7,159,16,159.7,16,135,16,136,16.3,123,14,123,14,140,10,140.3,10.3,322936.67,6256628.9,-5.06,27.63,nan,nan,nan,nan
838,83.8,162,15,160,15.7,136,15,135.7,15.7,147,13,131,13.7,139,10,140,10.3,322954.063,6256609.036,1.777,28.382,34.226,29.195,39.752,36.29
839,83.9,158,18,159.7,16.3,138,15,136.3,15.3,-91,10,59.7,12.3,138,11,139,10.3,322941.375,6256606.014,-1.687,18.693,nan,nan,nan,nan
840,84,160,15,160,16,137,15,137,15,-180,10,-41.3,11,138,11,138.3,10.7,322964.736,6256595.342,4.007,27.74,48.982,20.591,46.131,47.974
841,84.1,111,35,143,22.7,134,15,136.3,15,131,15,-46.7,11.7,138,11,138,11,322947.13,6256620.409,0.177,29.287,24.145,40.655,38.176,32.77
842,84.2,-51,13,73.3,21,135,16,135.3,15.3,128,16,26.3,13.7,135,11,137,11,322935.65,6256608.632,-7.148,21.892,nan,nan,nan,nan
843,84.3,157,15,72.3,21,135,16,134.7,15.7,145,14,134.7,15,131,11,134.7,11,322925.035,6256633.143,-9.996,26.942,nan,nan,nan,nan
844,84.4,24,22,43.3,16.7,137,15,135.7,15.7,114,17,129,15.7,139,12,135,11.3,322932.063,6256625.007,-7.584,25.738,nan,nan,nan,nan
845,84.5,160,15,113.7,17.3,135,16,135.7,15.7,157,10,138.7,13.7,136,10,135.3,11,322909.49,6256654.423,-14.917,28.754,nan,nan,nan,nan
846,84.6,103,20,95.7,19,140,15,137.3,15.3,119,14,130,13.7,136,10,137,10.7,322900.541,6256654.926,-17.475,23.923,nan,nan,nan,nan
847,84.7,114,22,125.7,19,138,15,137.7,15.3,159,13,145,12.3,136,10,136,10,322959.317,6256609.422,2.586,29.918,34.138,30.527,36.165,41.593
848,84.8,162,17,126.3,19.7,133,17,137,15.7,163,10,147,12.3,136,10,136,10,322973.447,6256594.07,8.028,29.65,53.055,27.198,45.647,57.159
849,84.9,158,16,144.7,18.3,133,17,134.7,16.3,117,15,146.3,12.7,136,10,136,10,323093.984,6256443.273,57.42,17.044,250.113,205.583,232.771,246.074
850,85,159,15,159.7,16,136,15,134,16.3,116,14,132,13,135,10,135.7,10,322968.973,6256591.924,7.381,27.743,53.63,22.326,48.522,53.238
851,85.1,158,16,158.3,15.7,132,14,133.7,15.3,118,14,117,14.3,133,10,134.7,10,322939.015,6256624.158,-3.749,27.117,nan,nan,nan,nan
852,85.2,158,16,158.3,15.7,137,14,135,14.3,118,14,117.3,14,133,10,133.7,10,322938.954,6256624.639,-3.628,26.924,nan,nan,nan,nan
853,85.3,152,18,156,16.7,132,14,133.7,14,118,14,118,14,137,10,134.3,10,322937.773,6256625.916,-3.968,27.288,nan,nan,nan,nan
854,85.4,154,17,154.7,17,128,16,132.3,14.7,119,14,118.3,14,135,10,135,10,322937.656,6256625.909,-4.105,27.603,nan,nan,nan,nan
855,85.5,156,16,154,17,128,16,129.3,15.3,121,15,119.3,14.3,133,10,135,10,322943.803,6256619.533,-1.991,28.201,nan,nan,nan,nan
856,85.6,154,16,154.7,16.3,108,17,121.3,16.3,90,11,110,13.3,130,10,132.7,10,322945.695,6256614.923,-0.977,27.748,nan,nan,nan,nan
